job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percent,skill_demand_growth_percent,remote_feasibility_score,ai_adoption_level,education_requirement_level,automation_risk_category,skill_transition_pressure,wage_volatility_index,reskilling_urgency_score,ai_disruption_intensity
7733,Truck Driver,Technology,India,2026,94.89,99.67,34.0,104901.49,98610.59,-6.0,4.06,28.1,1.92,2,High,64.445,6.0,49.956,1.821888
7734,Mechanical Engineer,Healthcare,Brazil,2025,27.84,30.5,19.33,93366.77,97478.48,4.4,23.24,11.38,36.33,2,Low,23.585,4.4,18.255000000000003,10.114272
7735,Customer Support Rep,Energy,India,2023,55.91,52.4,54.63,91578.44,96963.85,5.88,-2.29,24.5,45.9,5,Medium,55.269999999999996,5.88,40.517,25.662689999999998
7736,Mechanical Engineer,Transportation,Brazil,2020,62.94,67.91,43.22,124670.45,114603.0,-8.08,19.95,90.6,14.2,4,High,53.08,8.08,40.566,8.937479999999999
7737,Teacher,Energy,Australia,2020,35.09,37.87,87.3,68709.57,66976.46,-2.52,5.32,43.38,33.09,3,Medium,61.195,2.52,40.982,11.611281000000002
7738,Marketing Specialist,Finance,Japan,2025,68.97,57.22,6.21,83124.24,73581.45,-11.48,1.86,33.7,97.42,2,High,37.589999999999996,11.48,32.895,67.190574
7739,Marketing Specialist,Manufacturing,USA,2026,45.92,38.35,4.97,35032.54,38509.51,9.92,1.99,84.96,36.79,1,Medium,25.445,9.92,22.835,16.893968
7740,Software Engineer,Education,Australia,2026,54.21,59.68,48.3,78526.52,74036.84,-5.72,-3.26,40.48,81.27,5,Medium,51.254999999999995,5.72,37.89,44.056467000000005
7741,Data Analyst,Transportation,Brazil,2021,38.71,34.08,9.58,89599.66,98719.8,10.18,10.31,81.76,82.42,2,Medium,24.145,10.18,21.412,31.904782
7742,Data Analyst,Energy,Germany,2023,31.35,35.93,44.46,50174.55,41867.54,-16.56,-5.62,45.3,65.86,3,Medium,37.905,16.56,30.846,20.64711
7743,Truck Driver,Technology,Brazil,2024,70.98,63.17,31.59,101442.59,103966.32,2.49,-0.48,26.1,85.07,3,High,51.285000000000004,2.49,38.616,60.38268599999999
7744,HR Manager,Technology,Singapore,2022,38.11,33.85,66.78,96483.7,100245.11,3.9,1.09,50.8,15.22,3,Medium,52.445,3.9,36.448,5.8003420000000006
7745,Mechanical Engineer,Healthcare,Australia,2024,65.73,56.09,96.8,83017.18,80031.0,-3.6,22.09,26.88,75.81,2,High,81.265,3.6,56.412,49.829913000000005
7746,Mechanical Engineer,Energy,USA,2025,30.25,32.46,25.74,58932.99,66761.53,13.28,3.21,65.23,6.47,4,Medium,27.994999999999997,13.28,23.806,1.957175
7747,Teacher,Education,USA,2024,61.37,63.33,62.36,72429.38,57455.73,-20.67,14.06,17.34,84.44,3,High,61.864999999999995,20.67,49.457,51.82082799999999
7748,Teacher,Healthcare,USA,2023,57.46,61.38,19.37,109631.59,117821.94,7.47,-5.68,40.02,15.75,5,Medium,38.415,7.47,31.036,9.04995
7749,Mechanical Engineer,Transportation,UK,2025,73.44,61.82,76.18,42213.08,39277.58,-6.95,8.3,55.79,18.8,2,High,74.81,6.95,54.315000000000005,13.80672
7750,Truck Driver,Finance,UK,2023,85.66,82.29,1.54,105379.35,117123.58,11.14,3.3,48.98,41.11,1,High,43.6,11.14,38.068000000000005,35.214825999999995
7751,Accountant,Transportation,India,2020,41.79,47.8,58.68,110323.49,113138.63,2.55,6.29,85.38,92.73,5,Medium,50.235,2.55,35.085,38.751867000000004
7752,Teacher,Technology,India,2020,34.03,30.15,20.34,132936.13,139161.27,4.68,15.29,15.66,31.8,5,Medium,27.185000000000002,4.68,21.118000000000002,10.82154
7753,Customer Support Rep,Transportation,USA,2024,76.39,68.71,62.41,95128.95,96811.39,1.77,4.03,33.11,89.48,1,High,69.4,1.77,49.809999999999995,68.35377199999999
7754,Marketing Specialist,Retail,USA,2026,47.87,40.05,83.36,124971.85,130521.43,4.44,15.64,74.05,90.71,5,Medium,65.615,4.44,45.488,43.422877
7755,Data Analyst,Energy,USA,2020,8.94,7.45,12.51,134408.6,117398.03,-12.66,7.46,22.75,44.54,2,Low,10.725,12.66,11.126999999999999,3.9818759999999997
7756,Accountant,Energy,Singapore,2025,67.1,75.29,85.13,122273.37,123788.5,1.24,2.53,56.71,72.64,2,High,76.115,1.24,52.751,48.74143999999999
7757,Financial Analyst,Technology,Australia,2026,43.9,43.61,12.61,138627.03,155330.81,12.05,-13.34,28.64,36.89,5,Medium,28.255,12.05,24.958,16.19471
7758,Truck Driver,Energy,Japan,2026,85.94,75.96,20.61,61259.89,65727.46,7.29,31.32,25.78,69.2,4,High,53.275,7.29,42.745999999999995,59.470479999999995
7759,Software Engineer,Finance,Canada,2025,63.53,55.87,67.3,100366.15,111038.52,10.63,-10.44,28.89,83.4,5,High,65.41499999999999,10.63,48.791000000000004,52.98402
7760,Truck Driver,Healthcare,Singapore,2024,26.55,27.27,31.88,135763.29,155012.24,14.18,4.97,93.14,33.43,2,Low,29.215,14.18,24.438000000000002,8.875665
7761,Data Analyst,Finance,Australia,2023,61.62,67.2,10.82,42470.39,41904.53,-1.33,18.34,54.56,89.12,5,High,36.22,1.33,28.293,54.915744000000004
7762,Teacher,Retail,Singapore,2020,73.27,61.92,37.36,137427.21,145264.24,5.7,13.25,19.18,62.12,4,High,55.315,5.7,42.226,45.51532399999999
7763,Truck Driver,Manufacturing,Australia,2024,65.73,56.98,77.39,67437.24,57262.55,-15.09,18.17,17.6,52.48,3,High,71.56,15.09,54.036,34.495104
7764,Teacher,Finance,UK,2021,31.47,26.07,19.85,104262.69,94262.93,-9.59,1.76,94.53,48.12,1,Medium,25.66,9.59,21.419999999999998,15.143363999999998
7765,Mechanical Engineer,Finance,Germany,2022,17.78,19.69,78.08,138143.94,134666.43,-2.52,6.16,59.53,38.4,4,Low,47.93,2.52,31.292,6.827520000000001
7766,Customer Support Rep,Energy,Canada,2025,77.4,80.22,72.52,51653.27,41813.41,-19.05,-12.66,98.29,1.91,5,High,74.96000000000001,19.05,58.431,1.47834
7767,Marketing Specialist,Healthcare,Australia,2020,67.12,56.31,8.04,69381.18,76647.75,10.47,16.78,66.51,77.46,1,High,37.58,10.47,32.401,51.991152
7768,Truck Driver,Education,India,2023,41.27,43.48,63.8,108520.26,93545.11,-13.8,9.68,92.29,97.6,4,Medium,52.535,13.8,39.788,40.279520000000005
7769,HR Manager,Transportation,Japan,2021,58.24,56.94,53.72,43004.58,43804.33,1.86,4.47,59.3,56.06,3,Medium,55.980000000000004,1.86,39.970000000000006,32.649344
7770,Financial Analyst,Finance,Brazil,2021,76.78,88.64,56.87,62278.9,62208.22,-0.11,13.34,18.51,60.62,1,High,66.825,0.11,47.806000000000004,46.544036
7771,Truck Driver,Energy,Canada,2024,50.72,43.78,91.91,58733.89,55382.79,-5.71,22.06,84.51,70.08,4,Medium,71.315,5.71,49.574,35.544576
7772,HR Manager,Energy,Japan,2024,18.62,18.25,25.98,115630.14,92240.31,-20.23,10.66,39.65,11.45,2,Low,22.3,20.23,21.311,2.13199
7773,Mechanical Engineer,Education,Brazil,2022,24.97,27.1,60.99,72671.51,72247.78,-0.58,17.57,81.5,78.12,2,Low,42.980000000000004,0.58,28.459,19.506564
7774,Financial Analyst,Manufacturing,Australia,2023,69.36,79.06,67.91,119930.82,112866.62,-5.89,9.93,37.02,10.42,5,High,68.63499999999999,5.89,49.884,7.2273119999999995
7775,Marketing Specialist,Energy,India,2021,23.26,25.84,94.71,110836.26,107075.2,-3.39,12.2,86.12,33.88,3,Low,58.985,3.39,38.734,7.8804880000000015
7776,Accountant,Technology,India,2024,72.59,81.25,98.36,129272.73,117654.28,-8.99,2.65,88.68,57.12,2,High,85.475,8.99,61.241,41.463408
7777,Software Engineer,Transportation,Canada,2023,60.07,57.36,2.89,36289.99,33547.84,-7.56,8.34,77.09,41.94,5,High,31.48,7.56,27.163000000000004,25.193358
7778,Data Analyst,Healthcare,Singapore,2026,39.42,44.17,25.31,79548.31,82557.55,3.78,7.08,36.13,62.27,4,Medium,32.365,3.78,24.495,24.546834000000004
7779,Data Analyst,Finance,Singapore,2024,66.58,70.55,89.28,142767.58,129890.37,-9.02,6.17,30.04,25.58,5,High,77.93,9.02,56.122,17.031164
7780,Customer Support Rep,Manufacturing,Australia,2021,27.33,22.98,29.48,40888.91,45953.97,12.39,1.78,83.1,90.49,1,Low,28.405,12.39,23.493,24.730916999999994
7781,Customer Support Rep,Finance,Germany,2026,77.19,69.3,70.24,120458.63,136952.63,13.69,6.92,16.41,59.48,5,High,73.715,13.69,56.055,45.912611999999996
7782,Truck Driver,Manufacturing,USA,2022,58.59,65.75,12.8,55514.88,59048.81,6.37,5.84,17.49,74.34,4,Medium,35.695,6.37,29.187000000000005,43.555806000000004
7783,Financial Analyst,Healthcare,Brazil,2026,24.38,20.53,39.48,99966.34,104446.74,4.48,15.88,54.25,28.57,4,Low,31.93,4.48,22.94,6.965366
7784,Mechanical Engineer,Manufacturing,Germany,2022,30.48,33.78,11.41,47576.85,48854.49,2.69,-4.32,31.53,2.58,3,Medium,20.945,2.69,16.422,0.7863840000000001
7785,Accountant,Transportation,UK,2020,68.26,68.49,2.39,137454.4,160761.32,16.96,7.55,48.12,18.49,2,High,35.325,16.96,33.109,12.621274000000001
7786,Marketing Specialist,Retail,Brazil,2023,42.59,38.97,29.67,107265.37,105044.19,-2.07,-3.16,59.2,70.99,3,Medium,36.13,2.07,26.558,30.234641
7787,Truck Driver,Finance,India,2021,69.3,80.01,99.24,142490.81,153334.13,7.61,15.81,13.19,53.35,5,High,84.27,7.61,59.775,36.97155
7788,Accountant,Transportation,Germany,2022,56.46,54.49,38.48,95103.18,92776.73,-2.45,9.16,45.91,65.31,3,Medium,47.47,2.45,34.863,36.874026
7789,Data Analyst,Energy,Germany,2024,13.02,14.76,66.61,72271.45,65303.25,-9.64,14.71,79.7,7.07,2,Low,39.815,9.64,28.083000000000002,0.920514
7790,Accountant,Healthcare,Germany,2020,39.87,36.07,81.67,120329.65,125586.63,4.37,14.85,81.58,43.88,4,Medium,60.769999999999996,4.37,41.76,17.494956
7791,Truck Driver,Transportation,Australia,2020,72.46,58.87,88.07,112172.84,116251.35,3.64,9.91,35.77,27.29,2,High,80.26499999999999,3.64,56.49699999999999,19.774333999999996
7792,Marketing Specialist,Retail,Japan,2022,65.97,57.65,11.07,31805.06,29932.98,-5.89,2.04,82.15,48.45,1,High,38.519999999999996,5.89,31.476000000000003,31.962465
7793,Mechanical Engineer,Education,Japan,2025,27.68,28.81,7.04,117134.55,114460.06,-2.28,5.01,38.73,75.02,4,Low,17.36,2.28,13.868,20.765535999999997
7794,Truck Driver,Finance,Japan,2022,38.17,45.22,89.66,123388.65,120657.13,-2.21,-1.38,36.84,13.76,2,Medium,63.915,2.21,42.82899999999999,5.252192
7795,Data Analyst,Healthcare,Canada,2021,69.97,60.1,31.53,135616.97,134272.48,-0.99,-6.57,97.81,24.73,3,High,50.75,0.99,37.744,17.303580999999998
7796,Mechanical Engineer,Manufacturing,Australia,2021,59.21,49.27,60.09,70685.94,66495.25,-5.93,22.63,36.91,54.6,5,Medium,59.650000000000006,5.93,43.489999999999995,32.32866
7797,Data Analyst,Finance,Australia,2023,9.78,11.01,75.07,95396.18,102121.35,7.05,2.74,67.1,28.48,3,Low,42.425,7.05,28.547999999999995,2.7853440000000003
7798,Software Engineer,Healthcare,Japan,2021,56.47,59.52,12.7,43707.99,43083.56,-1.43,7.95,69.71,3.64,1,Medium,34.585,1.43,26.826999999999998,2.055508
7799,Marketing Specialist,Retail,Brazil,2020,48.96,43.69,13.96,122820.38,130271.35,6.07,13.73,11.01,28.49,2,Medium,31.46,6.07,25.593000000000004,13.948704
7800,Teacher,Education,Japan,2025,35.27,37.96,75.55,105342.59,101647.22,-3.51,18.95,58.77,6.43,3,Medium,55.41,3.51,37.826,2.267861
7801,Teacher,Healthcare,Canada,2021,39.9,38.83,61.15,75347.56,69503.69,-7.76,-2.73,22.05,70.1,2,Medium,50.525,7.76,36.633,27.9699
7802,Marketing Specialist,Finance,Singapore,2024,53.58,55.28,53.1,74104.5,58835.4,-20.6,-8.6,24.65,67.07,4,Medium,53.34,20.6,43.542,35.936105999999995
7803,Truck Driver,Technology,Brazil,2024,64.07,76.57,58.43,64633.3,66565.82,2.99,5.39,75.1,12.86,3,High,61.25,2.99,44.053999999999995,8.239401999999998
7804,Mechanical Engineer,Technology,Singapore,2024,34.02,31.28,85.68,103339.54,98408.9,-4.77,9.57,91.72,5.83,3,Medium,59.85000000000001,4.77,40.743,1.9833660000000004
7805,Customer Support Rep,Retail,Canada,2026,51.24,41.28,18.43,145467.1,148448.57,2.05,9.14,46.63,6.88,1,Medium,34.835,2.05,26.64,3.525312
7806,Software Engineer,Finance,USA,2022,54.95,54.79,32.3,73290.05,95272.59,29.99,8.09,83.63,77.17,2,Medium,43.625,29.99,40.667,42.404915
7807,Truck Driver,Energy,Canada,2024,78.69,85.91,75.78,111312.18,113175.45,1.67,15.72,56.88,70.13,2,High,77.235,1.67,54.71099999999999,55.18529699999999
7808,Mechanical Engineer,Retail,UK,2020,21.62,24.02,93.62,65551.2,62999.72,-3.89,5.92,78.92,55.97,1,Low,57.620000000000005,3.89,37.901,12.100714
7809,Data Analyst,Finance,Brazil,2024,47.16,40.42,80.95,60712.36,65845.59,8.45,21.77,68.84,5.02,5,Medium,64.055,8.45,45.684,2.3674319999999995
7810,Teacher,Finance,Germany,2021,61.93,69.24,47.48,79063.33,83570.86,5.7,2.9,77.96,69.86,5,High,54.705,5.7,40.726,43.264298
7811,Customer Support Rep,Education,Japan,2022,89.79,84.36,63.01,112326.82,103670.39,-7.71,3.15,18.86,51.18,2,High,76.4,7.71,57.132000000000005,45.954522000000004
7812,Financial Analyst,Retail,Brazil,2025,21.98,18.23,96.49,144170.09,159596.21,10.7,-1.45,88.53,46.47,1,Low,59.235,10.7,40.949,10.214106000000001
7813,Data Analyst,Finance,Australia,2025,15.66,13.34,14.08,125631.98,144886.47,15.33,-4.15,58.48,39.47,4,Low,14.870000000000001,15.33,15.087,6.181001999999999
7814,Software Engineer,Manufacturing,Canada,2023,8.67,8.09,84.02,127367.75,117663.82,-7.62,16.87,67.92,56.27,3,Low,46.345,7.62,30.96,4.878609
7815,Teacher,Technology,India,2026,55.64,45.71,93.11,32516.35,33275.06,2.33,1.73,86.2,79.22,4,Medium,74.375,2.33,50.888,44.078008
7816,HR Manager,Healthcare,Singapore,2021,26.87,30.95,7.19,71037.3,65703.66,-7.51,4.36,62.19,55.94,3,Low,17.03,7.51,15.158000000000001,15.031078
7817,Mechanical Engineer,Education,Canada,2023,79.45,83.32,39.75,124822.18,129910.83,4.08,-15.47,14.99,32.27,2,High,59.6,4.08,44.928999999999995,25.638515
7818,Software Engineer,Healthcare,India,2026,36.97,39.96,9.9,125662.41,122007.36,-2.91,10.32,78.88,18.03,2,Medium,23.435,2.91,18.631,6.665691000000001
7819,Mechanical Engineer,Retail,Singapore,2024,46.64,52.19,38.65,33156.03,37137.03,12.01,6.39,19.75,2.96,2,Medium,42.644999999999996,12.01,33.854,1.3805439999999998
7820,Accountant,Manufacturing,Canada,2020,66.63,60.43,36.43,40437.84,41364.53,2.29,-3.07,59.7,29.24,4,High,51.53,2.29,38.268,19.482611999999996
7821,Data Analyst,Energy,Germany,2025,31.69,30.27,69.51,133450.68,131343.09,-1.58,-3.95,86.66,23.7,3,Medium,50.6,1.58,34.003,7.51053
7822,Customer Support Rep,Retail,Singapore,2023,86.53,73.03,7.26,139610.36,137762.39,-1.32,-7.35,39.34,14.76,1,High,46.895,1.32,37.186,12.771828000000001
7823,Marketing Specialist,Education,Canada,2023,54.25,64.31,65.81,72443.84,67061.98,-7.43,9.41,62.2,46.95,1,Medium,60.03,7.43,43.672,25.470375000000004
7824,Software Engineer,Transportation,USA,2026,25.2,27.61,11.85,93934.86,90590.91,-3.56,9.23,33.81,66.07,2,Low,18.525,3.56,14.703,16.649639999999998
7825,Marketing Specialist,Finance,USA,2023,64.08,58.53,35.99,118789.5,130155.93,9.57,-7.36,24.3,41.13,5,High,50.035,9.57,39.300000000000004,26.356104000000002
7826,Mechanical Engineer,Finance,Singapore,2021,58.21,57.27,1.92,78765.64,74317.16,-5.65,2.0,10.82,4.55,3,Medium,30.065,5.65,25.555000000000003,2.648555
7827,Accountant,Finance,Canada,2025,76.45,84.09,93.97,43774.07,40234.9,-8.09,6.37,12.41,46.63,1,High,85.21000000000001,8.09,61.198,35.648635000000006
7828,Accountant,Technology,UK,2021,55.24,45.6,36.51,40820.04,38978.16,-4.51,-17.06,40.38,57.62,3,Medium,45.875,4.51,34.40200000000001,31.829288000000002
7829,Data Analyst,Energy,Australia,2023,40.92,38.19,38.96,82927.87,94018.45,13.37,-1.38,22.6,85.7,1,Medium,39.94,13.37,32.06700000000001,35.06844
7830,Teacher,Technology,Australia,2023,33.19,36.16,88.38,136494.32,114061.73,-16.43,1.78,64.52,18.4,3,Medium,60.785,16.43,44.719,6.106959999999999
7831,Data Analyst,Education,Canada,2020,55.34,60.02,79.56,81990.9,74384.78,-9.28,6.34,71.89,48.68,2,Medium,67.45,9.28,48.788000000000004,26.939512
7832,Customer Support Rep,Manufacturing,Singapore,2023,60.65,69.06,77.23,94223.1,87141.42,-7.52,-15.33,41.57,15.16,3,High,68.94,7.52,49.685,9.19454
7833,Software Engineer,Healthcare,Brazil,2022,45.2,48.67,97.12,84684.54,78681.22,-7.09,25.89,56.37,84.55,5,Medium,71.16,7.09,49.343,38.2166
7834,Data Analyst,Education,Singapore,2025,65.74,64.53,77.24,142042.61,141230.49,-0.57,-13.21,99.59,35.35,3,High,71.49,0.57,49.638999999999996,23.23909
7835,Financial Analyst,Finance,Japan,2025,53.38,56.73,15.41,126794.04,126918.52,0.1,-21.44,67.86,41.05,5,Medium,34.395,0.1,26.005000000000006,21.91249
7836,Data Analyst,Education,Japan,2024,22.76,23.18,34.68,82095.57,75688.35,-7.8,3.35,81.1,1.96,2,Low,28.72,7.8,21.848000000000003,0.446096
7837,Marketing Specialist,Technology,Australia,2021,51.95,56.17,19.12,45751.13,42088.6,-8.01,15.9,40.2,64.86,3,Medium,35.535000000000004,8.01,28.919,33.694770000000005
7838,Marketing Specialist,Healthcare,UK,2020,42.04,38.19,5.71,124062.44,121631.9,-1.96,7.59,15.71,11.86,5,Medium,23.875,1.96,19.117,4.985944
7839,Data Analyst,Finance,Canada,2021,29.0,26.67,7.35,84584.25,91840.4,8.58,23.69,84.38,30.23,5,Low,18.175,8.58,16.379,8.7667
7840,Marketing Specialist,Retail,Brazil,2020,19.51,18.42,77.87,59008.72,55222.58,-6.42,0.54,98.79,96.73,3,Low,48.690000000000005,6.42,33.091,18.872023000000002
7841,Data Analyst,Retail,USA,2026,46.06,40.81,76.66,100072.01,106039.32,5.96,9.13,38.66,91.37,1,Medium,61.36,5.96,43.209999999999994,42.08502200000001
7842,Customer Support Rep,Education,Singapore,2024,87.9,89.56,68.46,79324.31,84385.07,6.38,25.21,39.05,32.28,5,High,78.18,6.38,57.612,28.37412
7843,Customer Support Rep,Finance,Canada,2026,70.62,83.51,20.15,77104.4,75039.92,-2.68,7.17,99.48,67.81,2,High,45.385000000000005,2.68,35.09700000000001,47.88742200000001
7844,Teacher,Education,UK,2020,73.76,83.73,77.71,33948.13,29506.03,-13.08,0.9,88.42,68.03,1,High,75.735,13.08,56.74100000000001,50.178928000000006
7845,Accountant,Technology,India,2023,17.5,16.51,6.93,118799.6,101394.86,-14.65,0.49,56.59,4.2,3,Low,12.215,14.65,13.474,0.735
7846,Software Engineer,Healthcare,USA,2024,18.01,15.67,93.06,75252.89,75951.32,0.93,31.65,69.33,27.91,5,Low,55.535000000000004,0.93,35.401,5.026591
7847,HR Manager,Retail,Singapore,2024,18.45,15.36,19.34,87939.55,84611.95,-3.78,-10.13,12.64,62.76,5,Low,18.895,3.78,14.315999999999999,11.57922
7848,Financial Analyst,Transportation,Singapore,2022,71.47,58.54,21.8,68132.45,75059.5,10.17,3.4,83.49,87.49,5,High,46.635,10.17,38.179,62.52910299999999
7849,HR Manager,Finance,Brazil,2021,12.74,13.52,56.66,95425.89,109242.6,14.48,5.21,97.13,82.89,4,Low,34.699999999999996,14.48,26.438,10.560186000000002
7850,Accountant,Finance,Germany,2025,70.93,70.47,69.06,79867.72,86188.63,7.91,2.2,91.47,68.22,4,High,69.995,7.91,51.463,48.388446
7851,Truck Driver,Education,India,2023,83.65,78.98,43.38,128521.96,122408.8,-4.76,3.95,41.8,39.82,3,High,63.515,4.76,47.902,33.30943
7852,HR Manager,Finance,Australia,2021,20.82,19.53,93.44,133023.97,156578.77,17.71,0.44,23.67,75.26,2,Low,57.129999999999995,17.71,41.673,15.669132000000001
7853,Data Analyst,Technology,India,2020,33.3,36.27,64.4,57931.75,59434.75,2.59,17.03,80.58,9.4,2,Medium,48.85,2.59,33.417,3.1302
7854,Software Engineer,Education,UK,2021,43.07,39.49,86.09,143940.72,144843.42,0.63,3.76,19.27,85.75,1,Medium,64.58,0.63,43.24400000000001,36.932525
7855,Mechanical Engineer,Transportation,Brazil,2026,18.72,16.43,25.16,117339.92,126064.07,7.43,-11.05,61.47,40.23,2,Low,21.939999999999998,7.43,17.265,7.531055999999999
7856,Customer Support Rep,Retail,UK,2024,62.76,53.18,87.62,54849.2,55131.12,0.51,15.43,65.25,25.73,3,High,75.19,0.51,51.543,16.148148
7857,Software Engineer,Healthcare,UK,2025,15.56,15.51,26.74,80776.68,67260.9,-16.73,0.63,36.26,97.29,3,Low,21.15,16.73,19.265,15.138324000000003
7858,Teacher,Healthcare,Singapore,2023,51.12,57.91,4.57,30230.95,34159.1,12.99,5.76,64.98,61.88,1,Medium,27.845,12.99,25.715999999999998,31.633056
7859,Customer Support Rep,Healthcare,USA,2021,34.76,41.41,52.97,42312.22,39255.47,-7.22,3.55,47.63,71.16,3,Medium,43.864999999999995,7.22,31.961,24.735215999999994
7860,Customer Support Rep,Retail,UK,2021,47.65,44.08,51.43,89818.31,103046.96,14.73,-23.73,14.32,47.43,5,Medium,49.54,14.73,38.907999999999994,22.600395
7861,Teacher,Energy,USA,2026,79.44,87.84,28.76,111325.67,99787.46,-10.36,-0.71,79.62,20.96,4,High,54.1,10.36,43.51199999999999,16.650624
7862,Truck Driver,Transportation,USA,2022,85.1,81.03,75.68,61151.58,54076.04,-11.57,11.15,11.97,81.46,2,High,80.39,11.57,60.215,69.32245999999999
7863,Marketing Specialist,Manufacturing,Brazil,2023,69.93,80.58,3.63,121310.62,115246.48,-5.0,13.92,52.34,40.79,4,High,36.78,5.0,30.561000000000003,28.524447
7864,Teacher,Energy,Canada,2020,40.81,46.47,41.79,66283.66,68826.2,3.84,-3.11,17.58,6.12,5,Medium,41.3,3.84,30.013,2.497572
7865,Truck Driver,Energy,UK,2020,72.71,78.36,19.91,144862.16,154534.81,6.68,15.31,77.89,41.19,1,High,46.309999999999995,6.68,37.061,29.949248999999995
7866,Truck Driver,Education,UK,2026,56.89,65.32,2.54,126290.54,105749.99,-16.26,-18.67,39.31,60.71,3,Medium,29.715,16.26,28.396,34.537919
7867,Software Engineer,Technology,Germany,2026,47.3,40.88,56.57,85789.42,87826.48,2.37,19.78,48.66,52.89,2,Medium,51.935,2.37,36.602,25.016969999999997
7868,Software Engineer,Education,India,2020,34.34,40.32,31.19,34481.87,38118.73,10.55,21.45,91.9,11.75,5,Medium,32.765,10.55,26.258000000000003,4.03495
7869,Truck Driver,Healthcare,Canada,2026,61.59,52.98,45.57,125924.36,128480.39,2.03,7.17,59.27,63.4,4,High,53.58,2.03,38.916000000000004,39.04806
7870,Accountant,Education,Canada,2021,48.61,49.8,88.52,55112.75,66422.74,20.52,-6.42,78.88,76.19,4,Medium,68.565,20.52,52.156,37.035959
7871,Mechanical Engineer,Retail,India,2023,18.21,16.18,91.15,72902.31,83640.57,14.73,12.39,68.19,37.76,5,Low,54.68000000000001,14.73,39.048,6.876096
7872,Marketing Specialist,Manufacturing,UK,2023,40.13,45.55,66.28,32812.23,30664.75,-6.54,-4.08,42.89,57.69,4,Medium,53.205,6.54,37.89800000000001,23.150997000000004
7873,Customer Support Rep,Education,UK,2021,50.66,57.24,47.38,90261.45,74255.05,-17.73,-1.79,75.23,22.96,5,Medium,49.019999999999996,17.73,39.797000000000004,11.631535999999999
7874,Data Analyst,Healthcare,Brazil,2024,48.26,48.84,10.23,32156.07,33806.74,5.13,-1.5,44.61,80.49,2,Medium,29.244999999999997,5.13,23.912000000000003,38.844474
7875,Teacher,Manufacturing,UK,2026,45.13,36.7,84.61,142351.61,165401.07,16.19,15.51,66.77,56.81,4,Medium,64.87,16.19,48.292,25.638353000000002
7876,Financial Analyst,Transportation,Brazil,2020,30.45,32.51,72.85,99091.94,84047.56,-15.18,4.85,59.03,12.83,4,Medium,51.65,15.18,38.589,3.906735
7877,Software Engineer,Retail,UK,2025,5.09,5.66,67.63,107883.87,105896.79,-1.84,11.61,45.98,41.37,2,Low,36.36,1.84,22.877,2.105733
7878,Mechanical Engineer,Energy,Germany,2020,42.57,42.79,77.8,56124.4,57362.62,2.21,-23.36,25.22,70.19,5,Medium,60.185,2.21,41.031,29.879883
7879,Marketing Specialist,Education,Germany,2020,13.94,14.42,20.21,31016.19,28869.29,-6.92,-13.0,83.56,40.78,1,Low,17.075,6.92,13.715,5.684732
7880,Teacher,Healthcare,India,2025,74.08,84.23,19.27,48686.08,45256.1,-7.05,-7.86,62.51,12.41,2,High,46.675,7.05,37.528000000000006,9.193328000000001
7881,Mechanical Engineer,Manufacturing,Canada,2025,47.24,48.77,66.09,96011.05,100503.68,4.68,15.75,93.21,70.09,4,Medium,56.665000000000006,4.68,40.126999999999995,33.110516000000004
7882,Software Engineer,Education,USA,2026,30.53,26.98,1.05,40848.34,38552.98,-5.62,-1.15,76.78,38.61,4,Medium,15.790000000000001,5.62,14.213000000000001,11.787633000000001
7883,Software Engineer,Energy,Japan,2022,22.72,18.65,53.87,103549.07,103631.5,0.08,15.58,10.69,6.53,1,Low,38.295,0.08,25.272999999999996,1.483616
7884,Financial Analyst,Retail,Canada,2025,28.97,24.79,77.06,42942.84,44947.04,4.67,-4.49,31.57,96.91,5,Low,53.015,4.67,36.107000000000006,28.074826999999996
7885,Marketing Specialist,Transportation,Germany,2026,70.42,77.31,34.31,36813.6,32628.07,-11.37,-10.09,21.47,12.06,3,High,52.365,11.37,41.87200000000001,8.492652
7886,Truck Driver,Transportation,Brazil,2023,71.77,64.09,67.8,95796.16,96162.84,0.38,5.52,23.62,61.02,4,High,69.785,0.38,49.162,43.794053999999996
7887,Accountant,Finance,Germany,2024,55.72,63.79,64.1,46885.71,50441.81,7.58,-8.31,92.07,89.15,1,Medium,59.91,7.58,43.792,49.67438
7888,Mechanical Engineer,Education,India,2024,35.14,39.79,51.13,85721.13,97231.21,13.43,-6.24,63.96,37.47,3,Medium,43.135000000000005,13.43,33.42400000000001,13.166958
7889,Financial Analyst,Retail,Australia,2022,63.4,60.34,58.44,77085.95,85359.99,10.73,10.41,52.16,32.56,2,High,60.92,10.73,46.111,20.64304
7890,Accountant,Education,Australia,2022,33.55,34.87,46.77,30088.64,28516.97,-5.22,8.96,70.73,34.42,1,Medium,40.16,5.22,29.017,11.54791
7891,Customer Support Rep,Manufacturing,USA,2025,65.46,74.76,15.43,123316.22,130588.28,5.9,-0.98,16.05,32.7,3,High,40.44499999999999,5.9,32.583,21.40542
7892,Marketing Specialist,Finance,Australia,2022,54.35,57.8,69.88,72103.09,66349.13,-7.98,23.53,60.93,54.72,1,Medium,62.114999999999995,7.98,45.098,29.74032
